date,valid_from,valid_to,source,county_name,zone_name,localities,code,code_name,phenomenon,phenomenon_group,geometry_source,match_confidence,alert_id,message,source_url,source_label
2026-07-02,2026-07-02T13:40:00,2026-07-02T14:40:00,nowcasting,Tulcea,Tulcea - localitati,Baia; Casimcea; Stejaru; Beidaud,3,Roșu,"Averse torențiale care vor acumula peste 25 l/mp, frecvente descărcări electrice. În zona avertizată în ultimele ore s-au acumulat cantități de apă de 25...40 l/mp.",ploi/vijelii,coordGis,high,af0b02e1ea36bbb7,"Averse torențiale care vor acumula peste 25 l/mp, frecvente descărcări electrice. În zona avertizată în ultimele ore s-au acumulat cantități de apă de 25...40 l/mp.",,
2026-07-02,2026-07-02T14:24:00,2026-07-02T15:30:00,nowcasting,Vrancea,Vrancea - localitati,Gugești; Cotești; Dumbrăveni; Milcovul; Gologanu; Popești; Gura Caliței; Poiana Cristei; Tâmboești; Urechești; Slobozia Ciorăști; Bordești,2,Portocaliu,"Averse torențiale care vor acumula 25...40 l/mp, frecvente descărcări electrice, grindină de medii dimensiuni (2...4 cm).",ploi/vijelii,coordGis,high,86461e0c2481c2e2,"Averse torențiale care vor acumula 25...40 l/mp, frecvente descărcări electrice, grindină de medii dimensiuni (2...4 cm).",,
2026-07-02,2026-07-02T16:55:00,2026-07-02T18:00:00,nowcasting,Galați,Galați - localitati,Tecuci; Liești; Matca; Cudalbi; Umbrărești; Cosmești; Barcea; Drăgănești; Tudor Vladimirescu; Piscu; Ivești; Independența; Fundeni; Grivița; Braniștea; Nămoloasa; Movileni,2,Portocaliu,"Local intensificări ale vântului, cu viteze la rafală de 70…90 km/h, frecvente descărcări electrice, grindină de mici și medii dimensiuni (2...4 cm), averse torențiale ce vor acumula 25....30 l/mp.",ploi/vijelii,coordGis,high,d3051555a41e9c43,"Local intensificări ale vântului, cu viteze la rafală de 70…90 km/h, frecvente descărcări electrice, grindină de mici și medii dimensiuni (2...4 cm), averse torențiale ce vor acumula 25....30 l/mp.",,
2026-07-02,2026-07-02T16:55:00,2026-07-02T18:00:00,nowcasting,Vrancea,Vrancea - localitati,Nănești,2,Portocaliu,"Local intensificări ale vântului, cu viteze la rafală de 70…90 km/h, frecvente descărcări electrice, grindină de mici și medii dimensiuni (2...4 cm), averse torențiale ce vor acumula 25....30 l/mp.",ploi/vijelii,uat_match,high,d3051555a41e9c43,"Local intensificări ale vântului, cu viteze la rafală de 70…90 km/h, frecvente descărcări electrice, grindină de mici și medii dimensiuni (2...4 cm), averse torențiale ce vor acumula 25....30 l/mp.",,
2026-07-02,2026-07-02T18:46:00,2026-07-02T19:45:00,nowcasting,Constanța,Constanța - localitati,Năvodari; Corbu,3,Roșu,"Averse torențiale care vor acumula peste 25...30 l/mp, frecvente descărcări electrice. În zona avertizată în ultimele ore s-au acumulat cantități de apă de 40 l/mp.",ploi/vijelii,uat_match,high,84b76d366eb9f5a7,"Averse torențiale care vor acumula peste 25...30 l/mp, frecvente descărcări electrice. În zona avertizată în ultimele ore s-au acumulat cantități de apă de 40 l/mp.",,
2026-07-02,2026-07-02T19:00:00,2026-07-02T20:00:00,nowcasting,Suceava,Suceava - localitati,Câmpulung Moldovenesc; Moldovița; Vatra Moldoviței; Fundu Moldovei; Brodina; Putna; Frumosu; Mănăstirea Humorului; Pojorâta; Iacobeni; Sucevița; Sadova; Izvoarele Sucevei; Ulma; Moldova-Sulița; Cârlibaba; Breaza,3,Roșu,"Local averse torențiale care vor acumula peste 25...30 l/mp, frecvente descărcări electrice. În zona avertizată în ultimele ore s-au acumulat cantități de 40...50 l/mp.",ploi/vijelii,uat_match,medium,c5a127fa9bf3b271,"Local averse torențiale care vor acumula peste 25...30 l/mp, frecvente descărcări electrice. În zona avertizată în ultimele ore s-au acumulat cantități de 40...50 l/mp.",,
2026-07-02,2026-07-02T19:12:00,2026-07-02T20:40:00,nowcasting,Maramureș,Maramureș - localitati,Borșa; Vișeu de Sus; Poienile de Sub Munte; Moisei; Săliștea de Sus; Vișeu de Jos; Ruscova; Repedea; Săcel; Bogdan Vodă; Dragomirești; Leordina,3,Roșu,"Local averse torențiale care vor acumula peste 25 l/mp, descărcări electrice. În zona avertizată în ultimele ore s-au acumulat cantități de 40...50 l/mp.",ploi/vijelii,uat_match,high,8e236cd6488026ea,"Local averse torențiale care vor acumula peste 25 l/mp, descărcări electrice. În zona avertizată în ultimele ore s-au acumulat cantități de 40...50 l/mp.",,
2026-07-02,2026-07-02T19:32:00,2026-07-02T20:15:00,nowcasting,Constanța,Constanța - localitati,23 August; Limanu; Pecineaga; Costinești; Mangalia,3,Roșu,"Averse torențiale care vor acumula peste 25...30 l/mp, frecvente descărcări electrice. În zona avertizată în ultimele ore s-au acumulat cantități de apă de 40...50 l/mp.",ploi/vijelii,coordGis,high,2753a56f4abcb0ed,"Averse torențiale care vor acumula peste 25...30 l/mp, frecvente descărcări electrice. În zona avertizată în ultimele ore s-au acumulat cantități de apă de 40...50 l/mp.",,
2026-07-02,2026-07-02T20:45:00,2026-07-02T22:00:00,nowcasting,Botoșani,Botoșani - localitati,Suharău; Ibănești; Șendriceni; Cristinești; Dersca; Hilișeu-Horia; Pomârla; Mihăileni; Cândești; Lozna,3,Roșu,"local averse torențiale care vor acumula peste 30....35 l/mp, frecvente descărcări electrice. În zona avertizată în ultimele ore s-au acumulat cantități de apă de peste 40...50 l/mp.",ploi/vijelii,coordGis,high,52574475b12021eb,"local averse torențiale care vor acumula peste 30....35 l/mp, frecvente descărcări electrice. În zona avertizată în ultimele ore s-au acumulat cantități de apă de peste 40...50 l/mp.",,
2026-07-02,2026-07-02T20:45:00,2026-07-02T22:00:00,nowcasting,Suceava,Suceava - localitati,Siret; Frătăuții Noi; Dărmănești; Frătăuții Vechi; Grănicești; Dornești; Satu Mare; Bălcăuți; Zamostea; Grămești; Calafindești; Gălănești; Mușenița; Șerbăuți,3,Roșu,"local averse torențiale care vor acumula peste 30....35 l/mp, frecvente descărcări electrice. În zona avertizată în ultimele ore s-au acumulat cantități de apă de peste 40...50 l/mp.",ploi/vijelii,uat_match,high,52574475b12021eb,"local averse torențiale care vor acumula peste 30....35 l/mp, frecvente descărcări electrice. În zona avertizată în ultimele ore s-au acumulat cantități de apă de peste 40...50 l/mp.",,
2026-07-03,2026-07-03T05:30:00,2026-07-03T07:30:00,nowcasting,Botoșani,Botoșani - localitati,Dorohoi; Ibănești; Șendriceni; Vârfu Câmpului; Cristinești; Dersca; Hilișeu-Horia; Pomârla; Mihăileni; Cândești; Văculești; Lozna,1,Galben,"local averse torențiale care vor acumula 20...25 l/mp, descărcări electrice, grindină de mici dimensiuni (1... 2 cm).",ploi/vijelii,uat_match,medium,d29be702b7b5cf95,"local averse torențiale care vor acumula 20...25 l/mp, descărcări electrice, grindină de mici dimensiuni (1... 2 cm).",,
2026-07-03,2026-07-03T05:30:00,2026-07-03T07:30:00,nowcasting,Suceava,Suceava - localitati,Rădăuți; Gura Humorului; Cajvana; Vicovu de Sus; Siret; Marginea; Cornu Luncii; Arbore; Mălini; Șcheia; Frasin; Stulpicani; Baia; Vama; Zvoriștea; Todirești; Vicovu de Jos; Straja; Păltinoasa; Frătăuții Noi; Dărmănești; Slatina; Milișăuți; Frătăuții Vechi; Grănicești; Râșca; Volovăț; Vatra Moldoviței; Horodnic de Sus; Dornești; Cacica; Moara; Horodniceni; Satu Mare; Adâncata; Ostra; Putna; Bilca; Mitocu Dragomirnei; Frumosu; Pătrăuți; Stroiești; Mănăstirea Humorului; Bălcăuți; Iaslovăț; Zamostea; Voitinel; Valea Moldovei; Grămești; Pârteștii de Jos; Calafindești; Drăgoiești; Solca; Gălănești; Botoșana; Horodnic de Jos; Berchisesti; Sucevița; Ilișești; Mușenița; Comănești; Capu Câmpului; Poieni-Solca; Șerbăuți; Ciprian Porumbescu; Burla; Bălăceana,1,Galben,"local averse torențiale care vor acumula 20...25 l/mp, descărcări electrice, grindină de mici dimensiuni (1... 2 cm).",ploi/vijelii,uat_match,medium,d29be702b7b5cf95,"local averse torențiale care vor acumula 20...25 l/mp, descărcări electrice, grindină de mici dimensiuni (1... 2 cm).",,
2026-07-03,2026-07-03T06:35:00,2026-07-03T08:00:00,nowcasting,Sibiu,Sibiu - localitati,Sibiu; Cisnădie; Avrig; Tălmaciu; Șelimbăr; Boița,1,Galben,"Ceață ce determină vizibilitate redusă, local sub 200 m și izolat sub 50 m.",ceata,uat_match,high,f7efb14bdbe9a367,"Ceață ce determină vizibilitate redusă, local sub 200 m și izolat sub 50 m.",,
2026-07-03,2026-07-03T07:12:00,2026-07-03T08:00:00,nowcasting,Botoșani,Botoșani - localitati,Mihai Eminescu; Vlădeni; Vârfu Câmpului; Roma; Leorda; Brăești; Văculești; Bucecea,1,Galben,"local averse torențiale care vor acumula 20...25 l/mp, descărcări electrice, grindină (1...2 cm).",ploi/vijelii,coordGis,high,4aa46b258b02ea37,"local averse torențiale care vor acumula 20...25 l/mp, descărcări electrice, grindină (1...2 cm).",,
2026-07-03,2026-07-03T07:12:00,2026-07-03T08:00:00,nowcasting,Suceava,Suceava - localitati,Dumbrăveni; Adâncata; Hânțești; Siminicea,1,Galben,"local averse torențiale care vor acumula 20...25 l/mp, descărcări electrice, grindină (1...2 cm).",ploi/vijelii,uat_match,high,4aa46b258b02ea37,"local averse torențiale care vor acumula 20...25 l/mp, descărcări electrice, grindină (1...2 cm).",,
2026-07-03,2026-07-03T12:05:00,2026-07-03T13:30:00,nowcasting,Constanța,Constanța - localitati,Mihail Kogălniceanu; Lumina; Cogealac; Nicolae Bălcescu; Castelu; Poarta Albă; Mihai Viteazu; Cuza Voda; Pantelimon; Târgușor; Fântânele; Tortoman; Grădina,1,Galben,"Averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului (rafale de 45 - 60 km/h), grindină de mici dimensiuni (1...2 cm).",ploi/vijelii,uat_match,medium,9443613bd6c5c49b,"Averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului (rafale de 45 - 60 km/h), grindină de mici dimensiuni (1...2 cm).",,
2026-07-03,2026-07-03T13:00:00,2026-07-03T14:00:00,nowcasting,Constanța,Constanța - localitati,Năvodari; Ovidiu; Mihail Kogălniceanu; Lumina; Cogealac; Nicolae Bălcescu; Corbu; Castelu; Poarta Albă; Mihai Viteazu; Istria; Săcele; Târgușor; Fântânele; Tortoman; Grădina,2,Portocaliu,"Averse torențiale care vor acumula 25...40 l/mp, grindină de mici și medii dimensiuni (1…3 cm), frecvente descărcări electrice, intensificări ale vântului cu viteze de 50...60 km/h.",ploi/vijelii,uat_match,medium,938ca0f380bbadc1,"Averse torențiale care vor acumula 25...40 l/mp, grindină de mici și medii dimensiuni (1…3 cm), frecvente descărcări electrice, intensificări ale vântului cu viteze de 50...60 km/h.",,
2026-07-03,2026-07-03T13:00:00,2026-07-03T14:00:00,nowcasting,Vâlcea,Vâlcea - localitati,Băbeni; Berbești; Frâncești; Alunu; Tomșani; Cernișoara; Roșiile; Mateești; Popești; Păușești; Oteșani; Stroești; Grădiștea; Copăceni; Șirineasa; Sinești; Lădești; Lăpușata; Roești; Pesceana; Măldărești,2,Portocaliu,"Averse torențiale care vor acumula 25...40 l/mp, frecvente descărcări electrice, intensificări ale vântului (50...60 km/h), vijelie, grindină (1...3 cm).",ploi/vijelii,uat_match,medium,1bc48a78bcfcb240,"Averse torențiale care vor acumula 25...40 l/mp, frecvente descărcări electrice, intensificări ale vântului (50...60 km/h), vijelie, grindină (1...3 cm).",,
2026-07-03,2026-07-03T13:20:00,2026-07-03T15:00:00,nowcasting,Constanța,Constanța - localitati,Constanța; Medgidia; Murfatlar; Eforie; Cobadin; Cumpăna; Valu lui Traian; Techirghiol; Tuzla; Negru Vodă; Topraisar; 23 August; Agigea; Limanu; Chirnogeni; Albești; Ciocârlia; Amzacea; Pecineaga; Mereni; Costinești; Comana; Bărăganu; Mangalia,1,Galben,"Averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului (rafale de 50 - 55 km/h), grindină de mici dimensiuni (1…2 cm).",ploi/vijelii,uat_match,medium,a86b4e066e46018e,"Averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului (rafale de 50 - 55 km/h), grindină de mici dimensiuni (1…2 cm).",,
2026-07-03,2026-07-03T13:25:00,2026-07-03T14:30:00,nowcasting,Buzău,Buzău - localitati,Berca; Pârscov; Lopătari; Vintilă Vodă; Scorțoasa; Mânzălești; Cozieni; Brăești; Bozioru; Odăile; Cănești; Chiliile,2,Portocaliu,"Averse torențiale care vor acumula 25...40 l/mp, frecvente descărcări electrice, intensificări ale vântului (50...60 km/h), vijelie, grindină de mici și posibil medii dimensiuni (1...4 cm).",ploi/vijelii,coordGis,high,648488d8a2781011,"Averse torențiale care vor acumula 25...40 l/mp, frecvente descărcări electrice, intensificări ale vântului (50...60 km/h), vijelie, grindină de mici și posibil medii dimensiuni (1...4 cm).",,
2026-07-03,2026-07-03T14:15:00,2026-07-03T15:30:00,nowcasting,Călărași,Călărași - localitati,Dor Mărunt; Lehliu Gară; Mânăstirea; Ciocănești; Spanțov; Ileana; Lupșanu; Chiselet; Dorobanțu; Alexandru Odobescu; Lehliu; Valea Argovei; Vlad Țepeș; Frăsinet; Ulmu; Nicolae Bălcescu,1,Galben,"Averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului (rafale de 50 - 70 km/h), grindină de mici dimensiuni (1...2 cm).",ploi/vijelii,uat_match,high,ccfec8fb408cd148,"Averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului (rafale de 50 - 70 km/h), grindină de mici dimensiuni (1...2 cm).",,
2026-07-03,2026-07-03T14:15:00,2026-07-03T15:30:00,nowcasting,Ialomița,Ialomița - localitati,Gârbovi; Munteni-Buzău; Căzănești; Ion Roată; Ciochina; Axintele; Sălcioara; Alexeni; Grindu; Sfântu Gheorghe; Valea Măcrișului; Balaciu; Colelia; Sărățeni,1,Galben,"Averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului (rafale de 50 - 70 km/h), grindină de mici dimensiuni (1...2 cm).",ploi/vijelii,uat_match,high,ccfec8fb408cd148,"Averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului (rafale de 50 - 70 km/h), grindină de mici dimensiuni (1...2 cm).",,
2026-07-03,2026-07-03T14:35:00,2026-07-03T15:30:00,nowcasting,Olt,Olt - localitati,Potcoava; Movileni; Crâmpoia; Corbu; Tufeni; Șerbănești; Icoana; Ghimpețeni; Nicolae Titulescu,2,Portocaliu,"Averse torențiale care vor acumula 20...30 l/mp, frecvente descărcări electrice, intensificări ale vântului (50...70 km/h),  grindină de mici dimensiuni (1...2 cm). În zona avertizată în ultimele ore s-au acumulat cantități de 20...25 l/mp.",ploi/vijelii,uat_match,medium,d61cdd42d0d8267e,"Averse torențiale care vor acumula 20...30 l/mp, frecvente descărcări electrice, intensificări ale vântului (50...70 km/h),  grindină de mici dimensiuni (1...2 cm). În zona avertizată în ultimele ore s-au acumulat cantități de 20...25 l/mp.",,
2026-07-03,2026-07-03T14:40:00,2026-07-03T15:30:00,nowcasting,Mehedinți,Mehedinți - localitati,Șimian; Vânju Mare; Tâmna; Șișești; Malovăț; Prunișor; Hinova; Florești; Căzănești; Livezile; Husnicioara; Poroina Mare; Rogova,1,Galben,"Averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului (50...70 km/h), vijelie, grindină de mici şi posibil medii dimensiuni (1...3 cm).",ploi/vijelii,uat_match,medium,7ccdfee2f80a97ce,"Averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului (50...70 km/h), vijelie, grindină de mici şi posibil medii dimensiuni (1...3 cm).",,
2026-07-03,2026-07-03T14:50:00,2026-07-03T16:00:00,nowcasting,Gorj,Gorj - localitati,Târgu Jiu; Bumbești-Jiu; Târgu Cărbunești; Crasna; Țicleni; Scoarța; Aninoasa; Vladimir; Dănești; Săulești; Bălănești; Mușetești; Jupânești; Săcelu; Bărbătești,2,Portocaliu,"Averse torențiale care vor acumula 25...40 l/mp, frecvente descărcări electrice, intensificări ale vântului (50...70 km/h), vijelie, grindină de mici şi medii dimensiuni (1...4 cm).",ploi/vijelii,uat_match,medium,cc3f5f5f1430f3a7,"Averse torențiale care vor acumula 25...40 l/mp, frecvente descărcări electrice, intensificări ale vântului (50...70 km/h), vijelie, grindină de mici şi medii dimensiuni (1...4 cm).",,
2026-07-03,2026-07-03T15:00:00,2026-07-03T16:00:00,nowcasting,Constanța,Constanța - localitati,Cobadin; Cogealac; Negru Vodă; Topraisar; 23 August; Limanu; Chirnogeni; Albești; Ciocârlia; Amzacea; Pecineaga; Mereni; Gârliciu; Comana; Bărăganu; Pantelimon; Saraiu,1,Galben,"Averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului (rafale de 50 - 55 km/h), grindină de mici dimensiuni (1…2 cm).",ploi/vijelii,uat_match,medium,ddc037e739e17ab8,"Averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului (rafale de 50 - 55 km/h), grindină de mici dimensiuni (1…2 cm).",,
2026-07-03,2026-07-03T15:00:00,2026-07-03T16:00:00,nowcasting,Giurgiu,Giurgiu - localitati,Răsuceni; Vedea; Putineiu; Găujani; Malu; Toporu; Gogoșari,2,Portocaliu,"Averse torențiale care vor acumula 25...40 l/mp, frecvente descărcări electrice, intensificări ale vântului (50...60 km/h), vijelie, grindină de mici și posibil medii dimensiuni (1...4 cm).",ploi/vijelii,uat_match,high,ad3c98034c859dec,"Averse torențiale care vor acumula 25...40 l/mp, frecvente descărcări electrice, intensificări ale vântului (50...60 km/h), vijelie, grindină de mici și posibil medii dimensiuni (1...4 cm).",,
2026-07-03,2026-07-03T15:00:00,2026-07-03T16:00:00,nowcasting,Teleorman,Teleorman - localitati,Botoroaga; Drăgănești-Vlașca; Pietroșani; Mereni; Moșteni; Bujoreni; Răsmirești; Crevenicu,2,Portocaliu,"Averse torențiale care vor acumula 25...40 l/mp, frecvente descărcări electrice, intensificări ale vântului (50...60 km/h), vijelie, grindină de mici și posibil medii dimensiuni (1...4 cm).",ploi/vijelii,uat_match,high,ad3c98034c859dec,"Averse torențiale care vor acumula 25...40 l/mp, frecvente descărcări electrice, intensificări ale vântului (50...60 km/h), vijelie, grindină de mici și posibil medii dimensiuni (1...4 cm).",,
2026-07-03,2026-07-03T15:00:00,2026-07-03T16:00:00,nowcasting,Tulcea,Tulcea - localitati,Topolog; Cerna; Turcoaia; Casimcea; Dăeni; Stejaru; Ostrov; Ciucurova; Peceneaga; Dorobanțu; Beidaud; Horia; Valea Teilor; Hamcearca,1,Galben,"Averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului (rafale de 50 - 55 km/h), grindină de mici dimensiuni (1…2 cm).",ploi/vijelii,uat_match,high,ddc037e739e17ab8,"Averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului (rafale de 50 - 55 km/h), grindină de mici dimensiuni (1…2 cm).",,
2026-07-03,2026-07-03T15:05:00,2026-07-03T16:00:00,nowcasting,Dolj,Dolj - localitati,Bârca; Cerăt; Goicea; Giurgița; Lipovu; Urzicuța; Siliștea Crucii; Măceșu de Sus; Întorsura,2,Portocaliu,"Averse torențiale care vor acumula 25...40 l/mp, frecvente descărcări electrice, intensificări ale vântului (50...70 km/h), vijelie, grindină de mici şi medii dimensiuni (1...4 cm).",ploi/vijelii,uat_match,medium,f33152bc1a04b17f,"Averse torențiale care vor acumula 25...40 l/mp, frecvente descărcări electrice, intensificări ale vântului (50...70 km/h), vijelie, grindină de mici şi medii dimensiuni (1...4 cm).",,
2026-07-03,2026-07-03T15:05:00,2026-07-03T16:00:00,nowcasting,Olt,Olt - localitati,Scornicești; Valea Mare; Colonești; Schitu; Teslui; Perieți; Sârbii - Măgura; Priseaca; Bălteni; Optași-Măgura; Tătulești; Oporelu,2,Portocaliu,"Averse torențiale care vor acumula 25...40 l/mp, frecvente descărcări electrice, intensificări ale vântului (50...70 km/h), vijelie, grindină de mici şi medii dimensiuni (1...4 cm).",ploi/vijelii,uat_match,high,f33152bc1a04b17f,"Averse torențiale care vor acumula 25...40 l/mp, frecvente descărcări electrice, intensificări ale vântului (50...70 km/h), vijelie, grindină de mici şi medii dimensiuni (1...4 cm).",,
2026-07-03,2026-07-03T15:30:00,2026-07-03T16:30:00,nowcasting,Brăila,Brăila - localitati,Stăncuța; Mărașu; Berteștii de Jos; Frecăței,1,Galben,"Averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului (rafale de 50 - 55 km/h), grindină de mici dimensiuni (1…2 cm).",ploi/vijelii,coordGis,high,6080df68b98aaaae,"Averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului (rafale de 50 - 55 km/h), grindină de mici dimensiuni (1…2 cm).",,
2026-07-03,2026-07-03T15:30:00,2026-07-03T16:30:00,nowcasting,Ialomița,Ialomița - localitati,Munteni-Buzău; Căzănești; Ciochina; Reviga; Perieți; Gheorghe Doja; Andrășești; Giurgeni; Albești; Buești,1,Galben,"Averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului (rafale de 50 - 55 km/h), grindină de mici dimensiuni (1…2 cm).",ploi/vijelii,uat_match,high,6080df68b98aaaae,"Averse torențiale care vor acumula 15...25 l/mp, descărcări electrice, intensificări ale vântului (rafale de 50 - 55 km/h), grindină de mici dimensiuni (1…2 cm).",,
